providers_electricity,providers_heat,providers_bloom_steel,providers_iron_forEAF,providers_naturalgas,providers_iron_forBOF,providers_coal,"fabrication, heavy section wf","fabrication, heavy section elec","hot rolling, blooms elec","steel production, EAF scrap_pct","steel production, EAF wf","steel production, EAF kWh_EAF","steel production, BOF scrap_pct","steel production, BOF wf","iron production, blast furnace co2_kg",gwp,ap,ep,odp,pocp
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Surface",0.071400929,0.075096761,0.033421295,0.889511275,0.015051054,0.579960014,0.141656877,0.051836324,0.79100814,1.0957,0.003167756,0.001098704,2.92E-08,0.067727747
Electricity; at grid; generation mix - Tucson Electric Power,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkoma,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Surface",0.088089538,0.076367662,0.035788195,0.876935988,0.047385902,0.55486092,0.149213682,0.116490746,0.939765199,1.318,0.003020714,0.001110018,3.65E-08,0.064783407
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Strawn,"iron production, blast furnace","coal extraction and processing - Powder River Basin, SUB, Surface",0.087191343,0.076438962,0.036577222,0.806293723,0.010517225,0.44155192,0.154311008,0.087935495,0.850730003,0.7452,0.002237111,0.001121842,1.83E-08,0.064024823
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Uinta,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, BIT, Processing",0.07345078,0.075193859,0.042158393,0.890122162,0.023252569,0.520497453,0.146357585,0.059508485,0.94852395,0.9089,0.002442434,0.001065925,2.15E-08,0.05266001
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.078292359,0.07631749,0.039844346,0.881424411,0.028803821,0.49596261,0.152102629,0.05280645,0.933683625,0.9576,0.002948626,0.001108298,2.17E-08,0.069505242
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Underground",0.051566061,0.077254561,0.043404333,0.858150636,0.030600664,0.50472678,0.138895413,0.111650291,0.789996022,0.7427,0.002173804,0.001064439,1.70E-08,0.063311036
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.060024804,0.075197238,0.041909246,0.860832956,0.024030239,0.479675014,0.155708782,0.120390359,0.936518624,0.9452,0.002950529,0.00109767,2.16E-08,0.069768251
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - West/Northwest, BIT, Underground",0.061239954,0.076717661,0.04118151,0.853778645,0.02655712,0.519884978,0.15010222,0.05842163,0.911684513,1.0043,0.00282897,0.00109158,2.76E-08,0.058668634
"Electricity; at grid; generation mix - Midcontinent Independent System Operator, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Surface",0.086169502,0.075887739,0.038306113,0.815345611,0.018717072,0.594371702,0.152842107,0.142123907,0.809073874,1.3979,0.004273425,0.001282874,3.85E-08,0.084079094
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Import, SUB, Surface",0.079847263,0.07763534,0.033411832,0.877892448,0.024135687,0.442690311,0.15037705,0.084368978,0.861906204,1.0988,0.003460058,0.001193495,2.63E-08,0.075818703
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Import, SUB, Surface",0.082865739,0.076226737,0.038801173,0.856767097,0.01833139,0.58270368,0.155675475,0.140185578,0.904010406,0.9482,0.002582173,0.001101023,2.26E-08,0.055175229
Electricity; at grid; generation mix - Salt River Project Agricultural Improvement and Power District,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Underground",0.067142858,0.07651962,0.043018723,0.895651145,0.032313898,0.645660145,0.147223661,0.130569992,0.774141549,1.0221,0.002735421,0.001133147,2.60E-08,0.06204827
Electricity; at grid; generation mix - Duke Energy Progress East,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Interior, LIG, Surface",0.081163984,0.074509393,0.043602789,0.903683014,0.036176545,0.689545202,0.157562575,0.054153739,0.956163229,1.0389,0.002886075,0.00114773,2.73E-08,0.062150849
"Electricity; at grid; generation mix - Duke Energy Florida, Inc.","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, WC, Surface",0.072123471,0.07737761,0.034905843,0.831714786,0.039612473,0.481082096,0.137144006,0.144390181,0.854826835,1.03,0.002652184,0.00111836,2.14E-08,0.064531868
Electricity; at grid; generation mix - New York Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkoma,"iron production, blast furnace","coal extraction and processing - Illinois Basin, BIT, Underground",0.067945693,0.074172963,0.039943775,0.873111591,0.019964638,0.646762245,0.137198337,0.119949794,0.876200406,0.7968,0.002270518,0.001076199,1.69E-08,0.056914924
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Arkla,"iron production, blast furnace","coal extraction and processing - Central Interior, BIT, Underground",0.07716066,0.077173611,0.035787407,0.866817813,0.013687366,0.595621624,0.141559008,0.085666237,1.015434406,1.0676,0.002982335,0.001102302,2.90E-08,0.061448126
"Electricity; at grid; generation mix - Electric Reliability Council of Texas, Inc.","heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Central Appalachia, BIT, Underground",0.056190571,0.076062158,0.040296297,0.797333094,0.023243287,0.514977995,0.1576734,0.119291106,1.029606772,1.3179,0.004044731,0.001273914,3.08E-08,0.085205232
Electricity; at grid; generation mix - South Carolina Public Service Authority,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Anadarko,"iron production, blast furnace","coal extraction and processing - West/Northwest, SUB, Underground",0.068174254,0.077517655,0.0339017,0.850223784,0.049859117,0.571815289,0.147170314,0.077460334,0.97779057,1.5482,0.003419246,0.001207222,3.86E-08,0.070373768
"Electricity; at grid; generation mix - Southern Company Services, Inc. - Trans","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Permian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Surface",0.060663263,0.075974354,0.04160316,0.85648031,0.027620485,0.560969764,0.154016132,0.119543077,1.027743524,0.981,0.002523941,0.001087014,2.18E-08,0.06108388
Electricity; at grid; generation mix - Seminole Electric Cooperative,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Northern Appalachia, WC, Processing",0.054306704,0.076194566,0.039976593,0.880316065,0.020469952,0.424943628,0.152555424,0.120545,0.794619709,1.2386,0.003021714,0.001130903,2.97E-08,0.059997631
Electricity; at grid; generation mix - Southwest Power Pool,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Import, BIT, Underground",0.086723839,0.076463413,0.043783958,0.887003135,0.028309195,0.552174777,0.151272644,0.116505694,0.934761445,1.2394,0.003499341,0.00118514,3.31E-08,0.068524559
Electricity; at grid; generation mix - California Independent System Operator,"heat generation, natural gas","steel production, EAF","iron production, blast furnace",natural gas extraction and processing - East Texas,"iron production, blast furnace","coal extraction and processing - Rocky Mountain, WC, Surface",0.053257787,0.076002857,0.040699846,0.875694875,0.03877543,0.537535398,0.147445228,0.064278213,0.761953603,0.9253,0.002785468,0.001146558,2.19E-08,0.072699048
"Electricity; at grid; generation mix - PJM Interconnection, LLC","heat generation, natural gas","steel production, EAF","iron production, direct reduction, other",natural gas extraction and processing - Green River,"iron production, blast furnace","coal extraction and processing - Import, BIT, Surface",0.061381665,0.076017464,0.033603721,0.867855038,0.023474635,0.527455753,0.139141733,0.147934011,0.865683299,0.8928,0.002432484,0.001064933,2.16E-08,0.052263797
Electricity; at grid; generation mix - Tennessee Valley Authority,"heat generation, natural gas","steel production, EAF","iron production, direct reduction, ENERGIRON",natural gas extraction and processing - Appalachian,"iron production, blast furnace","coal extraction and processing - Powder River Basin, BIT, Surface",0.050928718,0.07523704,0.041893236,0.819868726,0.04822115,0.636330539,0.146303526,0.14677293,0.901405483,0.9256,0.002581916,0.001086162,2.34E-08,0.0542664
